,time,A:SPY,B:QQQ
704,2022/3/12 3:25,424.02,328.09
705,2022/3/12 3:26,423.79,327.87
706,2022/3/12 3:27,423.99,328.04
707,2022/3/12 3:28,424.35,328.51
708,2022/3/12 3:29,424.68,328.87
709,2022/3/12 3:30,424.54,328.68
710,2022/3/12 3:31,424.69,328.8
711,2022/3/12 3:32,424.54,328.72
712,2022/3/12 3:33,424.36,328.49
713,2022/3/12 3:34,424.28,328.34
714,2022/3/12 3:35,424.135,328.32
715,2022/3/12 3:36,424.25,328.42
716,2022/3/12 3:37,424.335,328.52
717,2022/3/12 3:38,424.16,328.39
718,2022/3/12 3:39,424.26,328.44
719,2022/3/12 3:40,423.83,328.04
720,2022/3/12 3:41,423.9,328.05
721,2022/3/12 3:42,423.79,327.97
722,2022/3/12 3:43,423.94,328.13
723,2022/3/12 3:44,423.59,327.8
724,2022/3/12 3:45,423.55,327.75
725,2022/3/12 3:46,423.56,327.75
726,2022/3/12 3:47,423.65,327.9
727,2022/3/12 3:48,423.62,327.91
728,2022/3/12 3:49,423.63,327.89
729,2022/3/12 3:50,423.29,327.72
730,2022/3/12 3:51,423.28,327.6
731,2022/3/12 3:52,423.1,327.39
732,2022/3/12 3:53,422.73,327.06
733,2022/3/12 3:54,423.07,327.23
734,2022/3/12 3:55,423.15,327.39
735,2022/3/12 3:56,423.08,327.34
736,2022/3/12 3:57,423.14,327.36
737,2022/3/12 3:58,423.12,327.38
738,2022/3/12 3:59,423.1,327.33
739,2022/3/12 4:00,422.87,327.24
740,2022/3/12 4:01,423.175,327.58
741,2022/3/12 4:02,422.87,327.44
742,2022/3/12 4:03,422.88,327.3
743,2022/3/12 4:04,422.85,327.26
744,2022/3/12 4:05,422.96,327.39
745,2022/3/12 4:06,422.63,327.07
746,2022/3/12 4:07,422.61,327.13
747,2022/3/12 4:08,422.42,326.83
748,2022/3/12 4:09,422.53,326.96
749,2022/3/12 4:10,422.66,326.99
750,2022/3/12 4:11,422.6,326.945
751,2022/3/12 4:12,422.36,326.7
752,2022/3/12 4:13,422.45,326.81
753,2022/3/12 4:14,422.4,326.68
754,2022/3/12 4:15,422.47,326.78
755,2022/3/12 4:16,422.47,326.74
756,2022/3/12 4:17,422.5,326.77
757,2022/3/12 4:18,422.69,326.98
758,2022/3/12 4:19,422.65,326.93
759,2022/3/12 4:20,422.71,326.92
760,2022/3/12 4:21,422.67,326.98
761,2022/3/12 4:22,422.66,326.86
762,2022/3/12 4:23,422.65,326.81
763,2022/3/12 4:24,422.42,326.67
764,2022/3/12 4:25,422.31,326.51
765,2022/3/12 4:26,422.25,326.39
766,2022/3/12 4:27,422.12,326.28
767,2022/3/12 4:28,422,326.16
768,2022/3/12 4:29,421.96,326.11
769,2022/3/12 4:30,421.66,325.86
770,2022/3/12 4:31,421.56,325.86
771,2022/3/12 4:32,421.36,325.85
772,2022/3/12 4:33,421.22,325.59
773,2022/3/12 4:34,421.18,325.53
774,2022/3/12 4:35,421.45,325.78
775,2022/3/12 4:36,421.63,325.95
776,2022/3/12 4:37,421.64,326.07
777,2022/3/12 4:38,421.59,326.01
778,2022/3/12 4:39,421.35,325.79
779,2022/3/12 4:40,421.05,325.5
780,2022/3/12 4:41,421.09,325.56
781,2022/3/12 4:42,421.52,325.9
782,2022/3/12 4:43,421.32,325.72
783,2022/3/12 4:44,421.19,325.66
784,2022/3/12 4:45,420.96,325.45
785,2022/3/12 4:46,420.96,325.36
786,2022/3/12 4:47,421,325.39
787,2022/3/12 4:48,421.07,325.49
788,2022/3/12 4:49,420.81,325.33
789,2022/3/12 4:50,420.69,324.95
790,2022/3/12 4:51,420.93,325.23
791,2022/3/12 4:52,420.89,325.06
792,2022/3/12 4:53,420.47,324.76
793,2022/3/12 4:54,420.38,324.53
794,2022/3/12 4:55,420.59,324.84
795,2022/3/12 4:56,420.59,324.79
796,2022/3/12 4:57,420.21,324.48
797,2022/3/12 4:58,420.11,324.39
798,2022/3/12 4:59,420.08,324.39
799,2022/3/12 5:00,420.2,324.68
800,2022/3/12 5:01,420.31,324.75
801,2022/3/12 5:02,420.26,324.64
802,2022/3/12 5:03,420.3,324.57
803,2022/3/12 5:04,420.34,324.47
804,2022/3/12 5:05,420.4,324.51
805,2022/3/12 5:06,420.26,324.61
806,2022/3/12 5:07,420.23,324.56
807,2022/3/12 5:08,420.2,324.54
808,2022/3/12 5:09,420.26,324.59
809,2022/3/12 5:10,420.21,324.49
810,2022/3/12 5:11,420.2,324.5
811,2022/3/12 5:12,420.22,324.5
812,2022/3/12 5:13,420.23,324.47
813,2022/3/12 5:14,420.3,324.59
814,2022/3/12 5:15,420.26,324.51
815,2022/3/12 5:16,420.22,324.44
816,2022/3/12 5:17,420.3,324.49
817,2022/3/12 5:18,420.26,324.53
818,2022/3/12 5:21,420.45,324.65
819,2022/3/12 5:23,420.465,324.76
820,2022/3/12 5:24,420.55,324.81
821,2022/3/12 5:25,420.53,324.85
822,2022/3/12 5:27,420.565,324.86
823,2022/3/12 5:28,420.49,324.86
824,2022/3/12 5:31,420.6,324.9
825,2022/3/12 5:35,420.58,324.92
826,2022/3/12 5:37,420.69,324.99
827,2022/3/12 5:38,420.665,324.96
828,2022/3/12 5:39,420.57,324.82
829,2022/3/12 5:44,420.42,324.81
830,2022/3/12 5:45,420.44,324.85
831,2022/3/12 5:47,420.42,324.81
832,2022/3/12 5:52,420.4,324.75
833,2022/3/12 5:53,420.36,324.69
834,2022/3/12 5:56,420.27,324.52
835,2022/3/12 5:58,420.25,324.5
836,2022/3/12 5:59,420.22,324.45
837,2022/3/12 6:04,420.22,324.5
838,2022/3/12 6:07,420.14,324.4
839,2022/3/12 6:16,420.1,324.4
840,2022/3/12 6:24,420.24,324.4
841,2022/3/12 6:46,420.05,324.4
842,2022/3/14 19:00,423.93,326.38
843,2022/3/14 19:01,423.85,326.26
844,2022/3/14 19:02,423.6,326
845,2022/3/14 19:03,423.52,325.91
846,2022/3/14 19:04,423.39,325.76
847,2022/3/14 19:05,423.4,325.81
848,2022/3/14 19:07,423.15,325.77
849,2022/3/14 19:08,423.17,325.65
850,2022/3/14 19:10,422.82,325.43
851,2022/3/14 19:14,423.2,325.73
852,2022/3/14 19:18,423.33,325.8
853,2022/3/14 19:19,423.26,325.77
854,2022/3/14 19:20,423.3,325.82
855,2022/3/14 19:24,423.14,325.72
856,2022/3/14 19:25,422.4,324.93
857,2022/3/14 19:26,422.47,324.95
858,2022/3/14 19:27,422.7,325.03
859,2022/3/14 19:28,422.59,324.92
860,2022/3/14 19:29,421.88,323.69
861,2022/3/14 19:30,421.81,323.86
862,2022/3/14 19:33,421.72,323.84
863,2022/3/14 19:34,421.63,323.84
864,2022/3/14 19:35,421.89,323.7
865,2022/3/14 19:37,422.25,324.39
866,2022/3/14 19:39,421.78,323.89
867,2022/3/14 19:40,421.57,323.61
868,2022/3/14 19:42,421.95,324.07
869,2022/3/14 19:46,421.65,322.83
870,2022/3/14 19:47,421,322.98
871,2022/3/14 19:48,420.93,322.79
872,2022/3/14 19:49,421.05,323.13
873,2022/3/14 19:51,421.09,323.07
874,2022/3/14 19:52,421.14,323.04
875,2022/3/14 19:53,420.84,322.83
876,2022/3/14 19:54,420.93,322.83
877,2022/3/14 19:56,420.71,322.55
878,2022/3/14 19:58,421.31,323.12
879,2022/3/14 20:01,421.18,323.09
880,2022/3/14 20:02,421.29,323.12
881,2022/3/14 20:04,421.42,323.3
882,2022/3/14 20:05,421.5,323.51
883,2022/3/14 20:06,421.56,323.63
884,2022/3/14 20:07,421.61,323.63
885,2022/3/14 20:08,421.49,323.76
886,2022/3/14 20:09,421.66,323.71
887,2022/3/14 20:10,421.5,323.5
888,2022/3/14 20:11,421.24,323.42
889,2022/3/14 20:12,421.27,323.42
890,2022/3/14 20:13,421.24,323.4
891,2022/3/14 20:15,421.71,323.86
892,2022/3/14 20:17,421.27,323.3
893,2022/3/14 20:19,421.04,323.04
894,2022/3/14 20:20,421.09,323.09
895,2022/3/14 20:21,420.95,323.1
896,2022/3/14 20:22,420.71,323
897,2022/3/14 20:23,421.03,323.02
898,2022/3/14 20:24,420.98,323.37
899,2022/3/14 20:25,420.89,323.25
900,2022/3/14 20:26,421,323.33
901,2022/3/14 20:29,420.95,323.38
902,2022/3/14 20:30,421.29,323.59
903,2022/3/14 20:32,421.15,323.5
904,2022/3/14 20:34,421.4,323.81
905,2022/3/14 20:36,421.12,323.61
906,2022/3/14 20:38,421.24,323.53
907,2022/3/14 20:39,421.17,323.72
908,2022/3/14 20:40,421.37,323.74
909,2022/3/14 20:41,421.47,323.88
910,2022/3/14 20:42,421.54,323.99
911,2022/3/14 20:43,421.42,323.91
912,2022/3/14 20:44,421.5,324
913,2022/3/14 20:45,421.55,324.11
914,2022/3/14 20:46,421.32,323.85
915,2022/3/14 20:47,421.31,323.78
916,2022/3/14 20:48,421.25,323.96
917,2022/3/14 20:49,421.21,323.8
918,2022/3/14 20:50,421,323.46
919,2022/3/14 20:51,420.97,323.53
920,2022/3/14 20:52,421.03,323.6
921,2022/3/14 20:53,420.95,323.67
922,2022/3/14 20:54,421.24,323.99
923,2022/3/14 20:55,421.44,324.15
924,2022/3/14 20:56,421.77,324.31
925,2022/3/14 20:57,422.16,324.69
926,2022/3/14 20:58,422.08,324.61
927,2022/3/14 20:59,422.04,324.68
928,2022/3/14 21:00,422.1,324.51
929,2022/3/14 21:01,422,324.24
930,2022/3/14 21:03,421.84,324.11
931,2022/3/14 21:04,421.88,324.05
932,2022/3/14 21:05,421.64,323.87
933,2022/3/14 21:06,421.43,323.67
934,2022/3/14 21:07,421.5,323.77
935,2022/3/14 21:08,421.55,323.9
936,2022/3/14 21:09,421.58,323.91
937,2022/3/14 21:10,421.45,323.84
938,2022/3/14 21:11,421.45,323.78
939,2022/3/14 21:12,421.83,324.1
940,2022/3/14 21:13,421.75,324.03
941,2022/3/14 21:14,421.81,324.13
942,2022/3/14 21:15,421.93,324.19
943,2022/3/14 21:16,421.99,324.31
944,2022/3/14 21:17,421.92,324.24
945,2022/3/14 21:18,421.71,323.97
946,2022/3/14 21:20,421.82,324.1
947,2022/3/14 21:21,421.52,323.81
948,2022/3/14 21:22,421.47,323.76
949,2022/3/14 21:23,421.53,323.8
950,2022/3/14 21:24,421.4,323.62
951,2022/3/14 21:25,421.23,323.5
952,2022/3/14 21:26,421.34,323.48
953,2022/3/14 21:27,421.12,323.33
954,2022/3/14 21:28,421.1,323.15
955,2022/3/14 21:29,420.9,323.12
956,2022/3/14 21:30,421.5,323.48
957,2022/3/14 21:31,421.77,324.04
958,2022/3/14 21:32,421.03,323.18
959,2022/3/14 21:33,420.5,322.57
960,2022/3/14 21:34,420.33,322.72
961,2022/3/14 21:35,419.96,322.44
962,2022/3/14 21:36,420.29,323.43
963,2022/3/14 21:37,420.53,323.65
964,2022/3/14 21:38,419.42,322.23
965,2022/3/14 21:39,419.79,322.71
966,2022/3/14 21:40,420.09,323.12
967,2022/3/14 21:41,420.05,323.5
968,2022/3/14 21:42,420.11,323.75
969,2022/3/14 21:43,420.7,324.44
970,2022/3/14 21:44,421.41,324.76
971,2022/3/14 21:45,421.41,324.8
972,2022/3/14 21:46,421.32,324.9
973,2022/3/14 21:47,421.05,324.34
974,2022/3/14 21:48,421.3,324.84
975,2022/3/14 21:49,421.16,324.77
976,2022/3/14 21:50,421.52,324.94
977,2022/3/14 21:51,421.42,324.48
978,2022/3/14 21:52,421.3,324.42
979,2022/3/14 21:53,421.13,324.15
980,2022/3/14 21:54,421.21,324.3
981,2022/3/14 21:55,421.45,324.48
982,2022/3/14 21:56,420.86,323.45
983,2022/3/14 21:57,420.86,323.3
984,2022/3/14 21:58,421.1,323.54
985,2022/3/14 21:59,421.36,323.75
986,2022/3/14 22:00,420.88,323.27
987,2022/3/14 22:01,421.42,324.01
988,2022/3/14 22:02,421.94,324.56
989,2022/3/14 22:03,421.59,324.2
990,2022/3/14 22:04,421.08,323.55
991,2022/3/14 22:05,421.18,323.99
992,2022/3/14 22:06,421.25,324.17
993,2022/3/14 22:07,421.89,324.92
994,2022/3/14 22:08,422.21,325.22
995,2022/3/14 22:09,422.35,325.23
996,2022/3/14 22:10,422.32,325.22
997,2022/3/14 22:11,422.76,325.77
998,2022/3/14 22:12,422.96,325.95
999,2022/3/14 22:13,423.16,326.19
1000,2022/3/14 22:14,422.93,326.11
1001,2022/3/14 22:15,423.02,326.12
1002,2022/3/14 22:16,422.95,326.01
1003,2022/3/14 22:17,422.78,325.78
1004,2022/3/14 22:18,422.67,325.8
1005,2022/3/14 22:19,422.63,325.57
1006,2022/3/14 22:20,422.54,325.48
1007,2022/3/14 22:21,422.59,325.59
1008,2022/3/14 22:22,422.88,325.77
1009,2022/3/14 22:23,422.86,325.88
1010,2022/3/14 22:24,423.1,326.14
1011,2022/3/14 22:25,423.41,326.36
1012,2022/3/14 22:26,423.15,325.79
1013,2022/3/14 22:27,422.88,325.5
1014,2022/3/14 22:28,422.79,325.37
1015,2022/3/14 22:29,422.75,325.3
1016,2022/3/14 22:30,422.49,324.83
1017,2022/3/14 22:31,422.55,324.76
1018,2022/3/14 22:32,422.25,324.27
1019,2022/3/14 22:33,422.16,324.21
1020,2022/3/14 22:34,422.46,324.63
1021,2022/3/14 22:35,422.59,324.66
1022,2022/3/14 22:36,422.64,324.72
1023,2022/3/14 22:37,422.98,325.04
1024,2022/3/14 22:38,422.73,324.77
1025,2022/3/14 22:39,422.92,324.97
1026,2022/3/14 22:40,422.81,324.9
1027,2022/3/14 22:41,422.81,324.86
1028,2022/3/14 22:42,422.88,324.84
1029,2022/3/14 22:43,423.23,325.18
1030,2022/3/14 22:44,422.82,324.52
1031,2022/3/14 22:45,422.74,324.49
1032,2022/3/14 22:46,422.94,324.57
1033,2022/3/14 22:47,423.29,324.96
1034,2022/3/14 22:48,423.08,324.76
1035,2022/3/14 22:49,423.07,324.74
1036,2022/3/14 22:50,423,324.69
1037,2022/3/14 22:51,423.53,325.36
1038,2022/3/14 22:52,423.94,325.94
1039,2022/3/14 22:53,423.97,325.91
1040,2022/3/14 22:54,423.96,325.92
1041,2022/3/14 22:55,424.1,326.1
1042,2022/3/14 22:56,423.84,325.81
1043,2022/3/14 22:57,423.76,325.58
1044,2022/3/14 22:58,423.85,325.64
1045,2022/3/14 22:59,424.32,326.02
1046,2022/3/14 23:00,424,325.63
1047,2022/3/14 23:01,424.09,325.71
1048,2022/3/14 23:02,423.95,325.59
1049,2022/3/14 23:03,423.8,325.51
1050,2022/3/14 23:04,423.99,325.77
1051,2022/3/14 23:05,423.99,325.78
1052,2022/3/14 23:06,423.84,325.47
1053,2022/3/14 23:07,423.98,325.69
1054,2022/3/14 23:08,423.7,325.46
1055,2022/3/14 23:09,423.61,325.26
1056,2022/3/14 23:10,423.47,324.98
1057,2022/3/14 23:11,423.48,324.9
1058,2022/3/14 23:12,423.29,324.47
1059,2022/3/14 23:13,423.1,324.28
1060,2022/3/14 23:14,423.11,324.26
1061,2022/3/14 23:15,423.33,324.4
1062,2022/3/14 23:16,423.3,324.39
1063,2022/3/14 23:17,423.38,324.62
1064,2022/3/14 23:18,423.25,324.38
1065,2022/3/14 23:19,423.2,324.46
1066,2022/3/14 23:20,422.79,323.91
1067,2022/3/14 23:21,422.59,323.58
1068,2022/3/14 23:22,422.52,323.5
1069,2022/3/14 23:23,422.69,323.73
1070,2022/3/14 23:24,422.54,323.56
1071,2022/3/14 23:25,422.53,323.57
1072,2022/3/14 23:26,422.44,323.45
1073,2022/3/14 23:27,422.34,323.32
1074,2022/3/14 23:28,422.19,323.25
1075,2022/3/14 23:29,422.26,323.32
1076,2022/3/14 23:30,422.15,323.13
1077,2022/3/14 23:31,422.2,323.18
1078,2022/3/14 23:32,422.36,323.38
1079,2022/3/14 23:33,422.21,323.25
1080,2022/3/14 23:34,422.31,323.41
1081,2022/3/14 23:35,422.15,323.22
1082,2022/3/14 23:36,421.9,322.95
1083,2022/3/14 23:37,421.52,322.55
1084,2022/3/14 23:38,421.53,322.46
1085,2022/3/14 23:39,421.65,322.64
1086,2022/3/14 23:40,421.53,322.5
1087,2022/3/14 23:41,421.46,322.4
1088,2022/3/14 23:42,421.22,322.22
1089,2022/3/14 23:43,420.7,321.76
1090,2022/3/14 23:44,420.78,321.91
1091,2022/3/14 23:45,420.67,321.76
1092,2022/3/14 23:46,420.69,321.86
1093,2022/3/14 23:47,420.52,321.68
1094,2022/3/14 23:48,420.17,321.42
1095,2022/3/14 23:49,420.11,321.37
1096,2022/3/14 23:50,420.3,321.62
1097,2022/3/14 23:51,420.43,321.67
1098,2022/3/14 23:52,420.38,321.67
1099,2022/3/14 23:53,420.63,321.87
1100,2022/3/14 23:54,420.58,321.77
1101,2022/3/14 23:55,420.25,321.42
1102,2022/3/14 23:56,420.35,321.57
1103,2022/3/14 23:57,420.23,321.42
1104,2022/3/14 23:58,420.28,321.52
1105,2022/3/14 23:59,420.46,321.68
1106,2022/3/15 0:00,420.23,321.54
1107,2022/3/15 0:01,420.12,321.44
1108,2022/3/15 0:02,419.9,321.23
1109,2022/3/15 0:03,419.88,321.08
1110,2022/3/15 0:04,419.63,320.89
1111,2022/3/15 0:05,419.64,320.71
1112,2022/3/15 0:06,419.68,320.84
1113,2022/3/15 0:07,419.67,320.87
1114,2022/3/15 0:08,419.49,320.8
1115,2022/3/15 0:09,419.26,320.37
1116,2022/3/15 0:10,419.24,320.35
1117,2022/3/15 0:11,419.49,320.69
1118,2022/3/15 0:12,419.18,320.43
1119,2022/3/15 0:13,419.14,320.52
1120,2022/3/15 0:14,419.04,320.58
1121,2022/3/15 0:15,419.11,320.55
1122,2022/3/15 0:16,419.11,320.63
1123,2022/3/15 0:17,419.38,320.8
1124,2022/3/15 0:18,419.29,320.72
1125,2022/3/15 0:19,419.72,321.16
1126,2022/3/15 0:20,419.45,320.87
1127,2022/3/15 0:21,419.38,320.89
1128,2022/3/15 0:22,419.68,321.23
1129,2022/3/15 0:23,419.59,321.1
1130,2022/3/15 0:24,419.77,321.14
1131,2022/3/15 0:25,419.78,321.05
1132,2022/3/15 0:26,419.51,320.8
1133,2022/3/15 0:27,419.67,320.93
1134,2022/3/15 0:28,419.67,320.85
1135,2022/3/15 0:29,419.82,320.98
1136,2022/3/15 0:30,419.95,321.05
1137,2022/3/15 0:31,419.96,321.16
1138,2022/3/15 0:32,419.95,321.13
1139,2022/3/15 0:33,419.66,320.66
1140,2022/3/15 0:34,419.64,320.62
1141,2022/3/15 0:35,419.32,320.47
1142,2022/3/15 0:36,419.7,320.77
1143,2022/3/15 0:37,419.69,320.73
1144,2022/3/15 0:38,419.72,320.79
1145,2022/3/15 0:39,419.67,320.73
1146,2022/3/15 0:40,419.88,320.98
1147,2022/3/15 0:41,419.9,321
1148,2022/3/15 0:42,420.1,321.17
1149,2022/3/15 0:43,419.89,321
1150,2022/3/15 0:44,419.53,320.61
1151,2022/3/15 0:45,419.26,320.33
1152,2022/3/15 0:46,419.25,320.32
1153,2022/3/15 0:47,418.77,319.9
1154,2022/3/15 0:48,418.81,320
1155,2022/3/15 0:49,418.93,320.13
1156,2022/3/15 0:50,418.76,319.93
1157,2022/3/15 0:51,418.77,319.96
1158,2022/3/15 0:52,418.35,319.53
1159,2022/3/15 0:53,418.09,319.15
1160,2022/3/15 0:54,417.97,319.08
1161,2022/3/15 0:55,417.97,319.06
1162,2022/3/15 0:56,418.2,319.26
1163,2022/3/15 0:57,418.34,319.41
1164,2022/3/15 0:58,418.34,319.36
1165,2022/3/15 0:59,417.89,318.93
1166,2022/3/15 1:00,417.99,319.04
1167,2022/3/15 1:01,417.79,318.75
1168,2022/3/15 1:02,417.92,318.84
1169,2022/3/15 1:03,417.63,318.6
1170,2022/3/15 1:04,417.47,318.43
1171,2022/3/15 1:05,417.62,318.56
1172,2022/3/15 1:06,417.8,318.76
1173,2022/3/15 1:07,417.88,318.83
1174,2022/3/15 1:08,417.59,318.5
1175,2022/3/15 1:09,417.41,318.23
1176,2022/3/15 1:10,417.5,318.44
1177,2022/3/15 1:11,417.62,318.6
1178,2022/3/15 1:12,417.65,318.62
1179,2022/3/15 1:13,417.58,318.51
1180,2022/3/15 1:14,417.77,318.67
1181,2022/3/15 1:15,417.7,318.69
1182,2022/3/15 1:16,417.87,318.89
1183,2022/3/15 1:17,417.73,318.8
1184,2022/3/15 1:18,417.87,318.82
1185,2022/3/15 1:19,418.04,318.91
1186,2022/3/15 1:20,418,318.94
1187,2022/3/15 1:21,417.79,318.73
1188,2022/3/15 1:22,417.54,318.58
1189,2022/3/15 1:23,417.54,318.62
1190,2022/3/15 1:24,417.97,318.96
1191,2022/3/15 1:25,417.83,318.81
1192,2022/3/15 1:26,417.61,318.61
1193,2022/3/15 1:27,417.6,318.52
1194,2022/3/15 1:28,417.39,318.33
1195,2022/3/15 1:29,417.4,318.3
1196,2022/3/15 1:30,417.63,318.57
1197,2022/3/15 1:31,417.35,318.24
1198,2022/3/15 1:32,417.16,318.04
1199,2022/3/15 1:33,416.86,318.01
1200,2022/3/15 1:34,417.1,318.21
1201,2022/3/15 1:35,416.89,317.98
1202,2022/3/15 1:36,416.54,317.7
1203,2022/3/15 1:37,416.55,317.83
1204,2022/3/15 1:38,416.41,317.7
1205,2022/3/15 1:39,416.47,317.86
1206,2022/3/15 1:40,416.32,317.76
1207,2022/3/15 1:41,416.63,318.07
1208,2022/3/15 1:42,416.47,317.94
1209,2022/3/15 1:43,416.74,318.19
1210,2022/3/15 1:44,416.59,318.05
1211,2022/3/15 1:45,416.795,318.33
1212,2022/3/15 1:46,416.51,318.08
1213,2022/3/15 1:47,416.25,317.92
1214,2022/3/15 1:48,416.36,318.06
1215,2022/3/15 1:49,416.24,318.07
1216,2022/3/15 1:50,416.64,318.59
1217,2022/3/15 1:51,416.68,318.83
1218,2022/3/15 1:52,417.14,319.4
1219,2022/3/15 1:53,417.24,319.58
1220,2022/3/15 1:54,417.07,319.27
1221,2022/3/15 1:55,417.35,319.51
1222,2022/3/15 1:56,417.24,319.32
1223,2022/3/15 1:57,416.89,319.05
1224,2022/3/15 1:58,416.8,318.89
1225,2022/3/15 1:59,416.71,318.74
1226,2022/3/15 2:00,416.68,318.65
1227,2022/3/15 2:01,416.71,318.83
1228,2022/3/15 2:02,416.61,318.61
1229,2022/3/15 2:03,416.49,318.59
1230,2022/3/15 2:04,416.61,318.67
1231,2022/3/15 2:05,416.99,318.95
1232,2022/3/15 2:06,416.89,318.82
1233,2022/3/15 2:07,416.97,318.97
1234,2022/3/15 2:08,417.12,319.12
1235,2022/3/15 2:09,416.96,319.02
1236,2022/3/15 2:10,416.91,319.04
1237,2022/3/15 2:11,416.91,318.94
1238,2022/3/15 2:12,416.94,318.94
1239,2022/3/15 2:13,416.81,318.77
1240,2022/3/15 2:14,416.93,318.83
1241,2022/3/15 2:15,416.63,318.52
1242,2022/3/15 2:16,416.51,318.32
1243,2022/3/15 2:17,416.48,318.35
1244,2022/3/15 2:18,416.36,318.22
1245,2022/3/15 2:19,416.37,318.24
1246,2022/3/15 2:20,416.37,318.24
1247,2022/3/15 2:21,416.26,318.17
1248,2022/3/15 2:22,416.54,318.4
1249,2022/3/15 2:23,416.02,317.99
1250,2022/3/15 2:24,416.05,318.01
1251,2022/3/15 2:25,415.95,317.89
1252,2022/3/15 2:26,416.3,318.34
1253,2022/3/15 2:27,416.13,318.15
1254,2022/3/15 2:28,416.05,318.07
1255,2022/3/15 2:29,415.89,317.93
1256,2022/3/15 2:30,416.17,318.23
1257,2022/3/15 2:31,416.29,318.39
1258,2022/3/15 2:32,416.2,318.35
1259,2022/3/15 2:33,416.2,318.31
1260,2022/3/15 2:34,416.53,318.62
1261,2022/3/15 2:35,416.57,318.7
1262,2022/3/15 2:36,416.83,318.91
1263,2022/3/15 2:37,417.01,319.14
1264,2022/3/15 2:38,416.87,319.17
1265,2022/3/15 2:39,416.75,318.96
1266,2022/3/15 2:40,416.56,318.75
1267,2022/3/15 2:41,416.42,318.64
1268,2022/3/15 2:42,416.66,318.87
1269,2022/3/15 2:43,416.39,318.62
1270,2022/3/15 2:44,416.48,318.55
1271,2022/3/15 2:45,416.23,318.31
1272,2022/3/15 2:46,416.23,318.26
1273,2022/3/15 2:47,416.36,318.46
1274,2022/3/15 2:48,416.22,318.35
1275,2022/3/15 2:49,416.2,318.31
1276,2022/3/15 2:50,416.27,318.46
1277,2022/3/15 2:51,416.32,318.51
1278,2022/3/15 2:52,416.35,318.5
1279,2022/3/15 2:53,416.65,318.71
1280,2022/3/15 2:54,416.97,319.03
1281,2022/3/15 2:55,417.16,319.22
1282,2022/3/15 2:56,417.01,319.09
1283,2022/3/15 2:57,416.86,318.86
1284,2022/3/15 2:58,416.93,318.81
1285,2022/3/15 2:59,417.12,319.01
1286,2022/3/15 3:00,416.88,318.84
1287,2022/3/15 3:01,417.4,319.4
1288,2022/3/15 3:02,417.83,319.87
1289,2022/3/15 3:03,417.57,319.51
1290,2022/3/15 3:04,417.62,319.58
1291,2022/3/15 3:05,417.36,319.33
1292,2022/3/15 3:06,417.38,319.37
1293,2022/3/15 3:07,416.96,318.91
1294,2022/3/15 3:08,416.74,318.67
1295,2022/3/15 3:09,416.81,318.68
1296,2022/3/15 3:10,417.165,318.98
1297,2022/3/15 3:11,417.43,319.21
1298,2022/3/15 3:12,417.44,319.1
1299,2022/3/15 3:13,417.53,319.18
1300,2022/3/15 3:14,417.59,319.37
1301,2022/3/15 3:15,417.34,319.14
1302,2022/3/15 3:16,417.83,319.59
1303,2022/3/15 3:17,417.78,319.62
1304,2022/3/15 3:18,417.47,319.25
1305,2022/3/15 3:19,417.37,319.06
1306,2022/3/15 3:20,417.53,319.15
1307,2022/3/15 3:21,417.35,319.04
1308,2022/3/15 3:22,417.43,319.13
1309,2022/3/15 3:23,417.57,319.37
1310,2022/3/15 3:24,417.83,319.47
1311,2022/3/15 3:25,417.69,319.38
1312,2022/3/15 3:26,417.43,319.14
1313,2022/3/15 3:27,417.32,319.06
1314,2022/3/15 3:28,417.46,319.17
1315,2022/3/15 3:29,417.17,318.86
1316,2022/3/15 3:30,416.85,318.53
1317,2022/3/15 3:31,416.5,318.16
1318,2022/3/15 3:32,416.32,318.04
1319,2022/3/15 3:33,416.23,317.9
1320,2022/3/15 3:34,416.33,317.97
1321,2022/3/15 3:35,416.17,317.82
1322,2022/3/15 3:36,416.09,317.64
1323,2022/3/15 3:37,416.2,317.74
1324,2022/3/15 3:38,416.19,317.72
1325,2022/3/15 3:39,416.65,318.19
1326,2022/3/15 3:40,416.84,318.35
1327,2022/3/15 3:41,416.71,318.29
1328,2022/3/15 3:42,416.74,318.34
1329,2022/3/15 3:43,416.55,318.11
1330,2022/3/15 3:44,417.12,318.68
1331,2022/3/15 3:45,416.8,318.44
1332,2022/3/15 3:46,416.75,318.28
1333,2022/3/15 3:47,417.27,318.79
1334,2022/3/15 3:48,417.05,318.75
1335,2022/3/15 3:49,416.96,318.58
1336,2022/3/15 3:50,416.4,317.95
1337,2022/3/15 3:51,416.53,317.92
1338,2022/3/15 3:52,416.63,317.98
1339,2022/3/15 3:53,416.435,317.8
1340,2022/3/15 3:54,416.53,317.9
1341,2022/3/15 3:55,416.91,318.24
1342,2022/3/15 3:56,417.21,318.49
1343,2022/3/15 3:57,417.11,318.37
1344,2022/3/15 3:58,417.03,318.34
1345,2022/3/15 3:59,417.05,318.23
1346,2022/3/15 4:00,417.68,318.81
1347,2022/3/15 4:01,417.39,318.7
1348,2022/3/15 4:02,417.44,318.79
1349,2022/3/15 4:03,417.49,318.85
1350,2022/3/15 4:04,417.45,318.77
1351,2022/3/15 4:05,417.66,318.88
1352,2022/3/15 4:06,417.61,318.94
1353,2022/3/15 4:07,417.69,318.95
